Entity,ISO3,Date, (cases per million),Days since the total confirmed cases per million people reached 1 (days)
Belgium,BEL,2/9/20,0.086284136,
Belgium,BEL,2/10/20,0.086284136,
Belgium,BEL,2/11/20,0.086284136,
Belgium,BEL,2/12/20,0.086284136,
Belgium,BEL,2/13/20,0.086284136,
Belgium,BEL,2/14/20,0.086284136,
Belgium,BEL,2/15/20,0.086284136,
Belgium,BEL,2/16/20,0.086284136,
Belgium,BEL,2/17/20,0.086284136,
Belgium,BEL,2/18/20,0.086284136,
Belgium,BEL,2/19/20,0.086284136,
Belgium,BEL,2/20/20,0.086284136,
Belgium,BEL,2/21/20,0.086284136,
Belgium,BEL,2/22/20,0.086284136,
Belgium,BEL,2/23/20,0.086284136,
Belgium,BEL,2/24/20,0.086284136,
Belgium,BEL,2/25/20,0.086284136,
Belgium,BEL,2/26/20,0.086284136,
Belgium,BEL,2/27/20,0.086284136,
Belgium,BEL,2/28/20,0.086284136,
Belgium,BEL,2/29/20,0.086284136,
Belgium,BEL,3/1/20,0.086284136,
Belgium,BEL,3/2/20,0.172568271,
Belgium,BEL,3/3/20,0.690273086,
Belgium,BEL,3/4/20,1.121693764,0
Belgium,BEL,3/5/20,1.984535122,1
Belgium,BEL,3/6/20,4.314206786,2
Belgium,BEL,3/7/20,9.404970795,3
Belgium,BEL,3/8/20,14.58201894,4
Belgium,BEL,3/9/20,17.25682715,5
Belgium,BEL,3/10/20,20.62190844,6
Belgium,BEL,3/11/20,23.03786424,7
Belgium,BEL,3/12/20,27.09321862,8
Belgium,BEL,3/13/20,34.42737016,9
Belgium,BEL,3/14/20,48.23283187,10
Belgium,BEL,3/15/20,59.44976952,11
Belgium,BEL,3/16/20,76.44774426,12
Belgium,BEL,3/17/20,93.61828727,13
Belgium,BEL,3/18/20,107.2511807,14
Belgium,BEL,3/19/20,128.2182257,15
Belgium,BEL,3/20/20,154.8800236,16
Belgium,BEL,3/21/20,194.7432943,17
Belgium,BEL,3/22/20,242.8898421,18
Belgium,BEL,3/23/20,293.4523456,19
Belgium,BEL,3/24/20,322.96152,20
Belgium,BEL,3/25/20,368.3469754,21
Belgium,BEL,3/26/20,425.9847781,22
Belgium,BEL,3/27/20,537.9815863,23
Belgium,BEL,3/28/20,628.4936447,24
Belgium,BEL,3/29/20,788.1192958,25
Belgium,BEL,3/30/20,934.9748948,26
Belgium,BEL,3/31/20,1026.694931,27
Belgium,BEL,4/1/20,1102.279834,28
Belgium,BEL,4/2/20,1204.871671,29
Belgium,BEL,4/3/20,1324.288915,30
Belgium,BEL,4/4/20,1446.984956,31
Belgium,BEL,4/5/20,1590.302906,32
Belgium,BEL,4/6/20,1699.020917,33
Belgium,BEL,4/7/20,1795.918001,34
Belgium,BEL,4/8/20,1914.990108,35
Belgium,BEL,4/9/20,2019.307628,36
Belgium,BEL,4/10/20,2155.636563,37
Belgium,BEL,4/11/20,2300.939048,38
Belgium,BEL,4/12/20,2417.508915,39
Belgium,BEL,4/13/20,2558.065772,40
Belgium,BEL,4/14/20,2639.345428,41
Belgium,BEL,4/15/20,2685.07602,42
Belgium,BEL,4/16/20,2896.817289,43
Belgium,BEL,4/17/20,3003.464481,44
Belgium,BEL,4/18/20,3118.136097,45
Belgium,BEL,4/19/20,3208.303019,46
Belize,BLZ,3/24/20,2.514957711,0
Belize,BLZ,3/25/20,2.514957711,1
Belize,BLZ,3/26/20,5.029915422,2
Belize,BLZ,3/27/20,5.029915422,3
Belize,BLZ,3/28/20,5.029915422,4
Belize,BLZ,3/29/20,5.029915422,5
Belize,BLZ,3/30/20,5.029915422,6
Belize,BLZ,3/31/20,7.544873133,7
Belize,BLZ,4/1/20,7.544873133,8
Belize,BLZ,4/2/20,7.544873133,9
Belize,BLZ,4/3/20,7.544873133,10
Belize,BLZ,4/4/20,10.05983084,11
Belize,BLZ,4/5/20,10.05983084,12
Belize,BLZ,4/6/20,12.57478855,13
Belize,BLZ,4/7/20,17.60470398,14
Belize,BLZ,4/8/20,17.60470398,15
Belize,BLZ,4/9/20,20.11966169,16
Belize,BLZ,4/10/20,22.6346194,17
Belize,BLZ,4/11/20,25.14957711,18
Belize,BLZ,4/12/20,32.69445024,19
Belize,BLZ,4/13/20,35.20940795,20
Belize,BLZ,4/14/20,45.2692388,21
Belize,BLZ,4/15/20,45.2692388,22
Belize,BLZ,4/16/20,45.2692388,23
Belize,BLZ,4/17/20,45.2692388,24
Belize,BLZ,4/18/20,45.2692388,25
Belize,BLZ,4/19/20,45.2692388,26
Benin,BEN,3/17/20,0.082486486,
Benin,BEN,3/18/20,0.082486486,
Benin,BEN,3/19/20,0.082486486,
Benin,BEN,3/20/20,0.164972972,
Benin,BEN,3/21/20,0.164972972,
Benin,BEN,3/22/20,0.164972972,
Benin,BEN,3/23/20,0.164972972,
Benin,BEN,3/24/20,0.412432429,
Benin,BEN,3/25/20,0.412432429,
Benin,BEN,3/26/20,0.412432429,
Benin,BEN,3/27/20,0.494918915,
Benin,BEN,3/28/20,0.494918915,
Benin,BEN,3/29/20,0.494918915,
Benin,BEN,3/30/20,0.494918915,
Benin,BEN,3/31/20,0.494918915,
Benin,BEN,4/1/20,0.659891887,
Benin,BEN,4/2/20,1.072324316,0
Benin,BEN,4/3/20,1.072324316,1
Benin,BEN,4/4/20,1.319783773,2
Benin,BEN,4/5/20,1.319783773,3
Benin,BEN,4/6/20,1.814702688,4
Benin,BEN,4/7/20,2.144648631,5
Benin,BEN,4/8/20,2.144648631,6
Benin,BEN,4/9/20,2.144648631,7
Benin,BEN,4/10/20,2.474594575,8
Benin,BEN,4/11/20,2.887027004,9
Benin,BEN,4/12/20,2.887027004,10
Benin,BEN,4/13/20,2.887027004,11
Benin,BEN,4/14/20,2.887027004,12
Benin,BEN,4/15/20,2.887027004,13
Benin,BEN,4/16/20,2.887027004,14
Benin,BEN,4/17/20,3.051999976,15
Benin,BEN,4/18/20,3.051999976,16
Benin,BEN,4/19/20,3.051999976,17
Bermuda,BMU,3/20/20,32.11664766,0
Bermuda,BMU,3/21/20,32.11664766,1
Bermuda,BMU,3/22/20,32.11664766,2
Bermuda,BMU,3/23/20,96.34994299,3
Bermuda,BMU,3/24/20,96.34994299,4
Bermuda,BMU,3/25/20,96.34994299,5
Bermuda,BMU,3/26/20,96.34994299,6
Bermuda,BMU,3/27/20,240.8748575,7
Bermuda,BMU,3/28/20,272.9915051,8
Bermuda,BMU,3/29/20,353.2831243,9
Bermuda,BMU,3/30/20,353.2831243,10
Bermuda,BMU,3/31/20,433.5747435,11
Bermuda,BMU,4/1/20,513.8663626,12
Bermuda,BMU,4/2/20,513.8663626,13
Bermuda,BMU,4/3/20,562.0413341,14
Bermuda,BMU,4/4/20,562.0413341,15
Bermuda,BMU,4/5/20,594.1579818,16
Bermuda,BMU,4/6/20,594.1579818,17
Bermuda,BMU,4/7/20,626.2746295,18
Bermuda,BMU,4/8/20,626.2746295,19
Bermuda,BMU,4/9/20,626.2746295,20
Bermuda,BMU,4/10/20,770.7995439,21
Bermuda,BMU,4/11/20,770.7995439,22
Bermuda,BMU,4/12/20,802.9161916,23
Bermuda,BMU,4/13/20,915.3244584,24
Bermuda,BMU,4/14/20,915.3244584,25
Bermuda,BMU,4/15/20,915.3244584,26
Bermuda,BMU,4/16/20,1300.72423,27
Bermuda,BMU,4/17/20,1332.840878,28
Bermuda,BMU,4/18/20,1332.840878,29
Bermuda,BMU,4/19/20,1381.01585,30
Bhutan,BTN,3/6/20,1.295988139,0
Bhutan,BTN,3/7/20,,1
Bhutan,BTN,3/8/20,,2
Bhutan,BTN,3/9/20,,3
Bhutan,BTN,3/10/20,,4
Bhutan,BTN,3/11/20,,5
Bhutan,BTN,3/12/20,,6
Bhutan,BTN,3/13/20,1.295988139,7
Bhutan,BTN,3/14/20,,8
Bhutan,BTN,3/15/20,1.295988139,9
Bhutan,BTN,3/16/20,,10
Bhutan,BTN,3/17/20,1.295988139,11
Bhutan,BTN,3/18/20,1.295988139,12
Bhutan,BTN,3/19/20,1.295988139,13
Bhutan,BTN,3/20/20,1.295988139,14
Bhutan,BTN,3/21/20,2.591976278,15
Bhutan,BTN,3/22/20,2.591976278,16
Bhutan,BTN,3/23/20,2.591976278,17
Bhutan,BTN,3/24/20,2.591976278,18
Bhutan,BTN,3/25/20,2.591976278,19
Bhutan,BTN,3/26/20,3.887964417,20
Bhutan,BTN,3/27/20,3.887964417,21
Bhutan,BTN,3/28/20,3.887964417,22
Bhutan,BTN,3/29/20,5.183952556,23
Bhutan,BTN,3/30/20,5.183952556,24
Bhutan,BTN,3/31/20,5.183952556,25
Bhutan,BTN,4/1/20,5.183952556,26
Bhutan,BTN,4/2/20,6.479940696,27
Bhutan,BTN,4/3/20,6.479940696,28
Bhutan,BTN,4/4/20,6.479940696,29
Bhutan,BTN,4/5/20,6.479940696,30
Bhutan,BTN,4/6/20,6.479940696,31
Bhutan,BTN,4/7/20,6.479940696,32
Bhutan,BTN,4/8/20,6.479940696,33
Bhutan,BTN,4/9/20,6.479940696,34
Bhutan,BTN,4/10/20,6.479940696,35
Bhutan,BTN,4/11/20,6.479940696,36
Bhutan,BTN,4/12/20,6.479940696,37
Bhutan,BTN,4/13/20,6.479940696,38
Bhutan,BTN,4/14/20,6.479940696,39
Bhutan,BTN,4/15/20,6.479940696,40
Bhutan,BTN,4/16/20,6.479940696,41
Bhutan,BTN,4/17/20,6.479940696,42
Bhutan,BTN,4/18/20,6.479940696,43
Bhutan,BTN,4/19/20,6.479940696,44
Bolivia,BOL,3/12/20,0.171335135,
Bolivia,BOL,3/13/20,0.257002703,
Bolivia,BOL,3/14/20,0.856675675,
Bolivia,BOL,3/15/20,0.856675675,
Bolivia,BOL,3/17/20,0.942343243,
Bolivia,BOL,3/18/20,1.02801081,0
Bolivia,BOL,3/19/20,1.02801081,1
Bolivia,BOL,3/20/20,1.285013513,2
Bolivia,BOL,3/21/20,1.627683783,3
Bolivia,BOL,3/22/20,1.71335135,4
Bolivia,BOL,3/23/20,2.313024323,5
Bolivia,BOL,3/24/20,2.398691891,6
Bolivia,BOL,3/25/20,2.741362161,7
Bolivia,BOL,3/26/20,3.341035133,8
Bolivia,BOL,3/27/20,5.225721619,9
Bolivia,BOL,3/28/20,6.339399996,10
Bolivia,BOL,3/29/20,6.939072969,11
Bolivia,BOL,3/30/20,8.224086482,12
Bolivia,BOL,3/31/20,9.166429724,13
Bolivia,BOL,4/1/20,9.851770265,14
Bolivia,BOL,4/2/20,10.5371108,15
Bolivia,BOL,4/3/20,11.30811891,16
Bolivia,BOL,4/4/20,11.90779189,17
Bolivia,BOL,4/5/20,13.4498081,18
Bolivia,BOL,4/6/20,15.67716486,19
Bolivia,BOL,4/7/20,16.6195081,20
Bolivia,BOL,4/8/20,17.99018918,21
Bolivia,BOL,4/9/20,22.61623782,22
Bolivia,BOL,4/10/20,22.95890809,23
Bolivia,BOL,4/11/20,23.64424864,24
Bolivia,BOL,4/12/20,25.70027026,25
Bolivia,BOL,4/13/20,28.27029728,26
Bolivia,BOL,4/14/20,30.3263189,27
Bolivia,BOL,4/15/20,34.0100243,28
Bolivia,BOL,4/16/20,37.77939728,29
Bolivia,BOL,4/17/20,39.8354189,30
Bolivia,BOL,4/18/20,42.23411079,31
Bolivia,BOL,4/19/20,44.54713511,32
Bonaire Sint Eustatius and Saba,BES,4/2/20,76.27474162,0
Bonaire Sint Eustatius and Saba,BES,4/3/20,76.27474162,1
Bonaire Sint Eustatius and Saba,BES,4/4/20,76.27474162,2
Bonaire Sint Eustatius and Saba,BES,4/5/20,76.27474162,3
Bonaire Sint Eustatius and Saba,BES,4/6/20,76.27474162,4
Bonaire Sint Eustatius and Saba,BES,4/7/20,76.27474162,5
Bonaire Sint Eustatius and Saba,BES,4/8/20,76.27474162,6
Bonaire Sint Eustatius and Saba,BES,4/9/20,76.27474162,7
Bonaire Sint Eustatius and Saba,BES,4/10/20,76.27474162,8
Bonaire Sint Eustatius and Saba,BES,4/11/20,76.27474162,9
Bonaire Sint Eustatius and Saba,BES,4/12/20,76.27474162,10
Bonaire Sint Eustatius and Saba,BES,4/13/20,114.4121124,11
Bonaire Sint Eustatius and Saba,BES,4/14/20,152.5494832,12
Bonaire Sint Eustatius and Saba,BES,4/15/20,152.5494832,13
Bonaire Sint Eustatius and Saba,BES,4/16/20,152.5494832,14
Bonaire Sint Eustatius and Saba,BES,4/17/20,152.5494832,15
Bonaire Sint Eustatius and Saba,BES,4/18/20,152.5494832,16
Bonaire Sint Eustatius and Saba,BES,4/19/20,152.5494832,17
Bosnia and Herzegovina,BIH,3/6/20,0.609604626,
Bosnia and Herzegovina,BIH,3/12/20,0.914406939,
Bosnia and Herzegovina,BIH,3/13/20,0.914406939,
Bosnia and Herzegovina,BIH,3/16/20,5.486441631,0
Bosnia and Herzegovina,BIH,3/17/20,6.40084857,1
Bosnia and Herzegovina,BIH,3/18/20,6.40084857,2
Bosnia and Herzegovina,BIH,3/19/20,10.97288326,3
Bosnia and Herzegovina,BIH,3/20/20,13.41130176,4
Bosnia and Herzegovina,BIH,3/21/20,13.41130176,5
Bosnia and Herzegovina,BIH,3/22/20,28.04181278,6
Bosnia and Herzegovina,BIH,3/23/20,38.1002891,7
Bosnia and Herzegovina,BIH,3/24/20,39.31949836,8
Bosnia and Herzegovina,BIH,3/25/20,49.37797468,9
Bosnia and Herzegovina,BIH,3/26/20,55.16921862,10
Bosnia and Herzegovina,BIH,3/27/20,55.16921862,11
Bosnia and Herzegovina,BIH,3/28/20,69.79972964,12
Bosnia and Herzegovina,BIH,3/29/20,78.3341944,13
Bosnia and Herzegovina,BIH,3/30/20,98.45114705,14
Bosnia and Herzegovina,BIH,3/31/20,107.5952164,15
Bosnia and Herzegovina,BIH,4/1/20,125.8833552,16
Bosnia and Herzegovina,BIH,4/2/20,141.4282732,17
Bosnia and Herzegovina,BIH,4/3/20,162.1548304,18
Bosnia and Herzegovina,BIH,4/4/20,178.6141553,19
Bosnia and Herzegovina,BIH,4/5/20,192.6350617,20
Bosnia and Herzegovina,BIH,4/6/20,202.0839334,21
Bosnia and Herzegovina,BIH,4/7/20,211.8376074,22
Bosnia and Herzegovina,BIH,4/8/20,238.0506063,23
Bosnia and Herzegovina,BIH,4/9/20,248.7186873,24
Bosnia and Herzegovina,BIH,4/10/20,266.7020237,25
Bosnia and Herzegovina,BIH,4/11/20,274.6268839,26
Bosnia and Herzegovina,BIH,4/12/20,288.9525926,27
Bosnia and Herzegovina,BIH,4/13/20,306.935929,28
Bosnia and Herzegovina,BIH,4/14/20,313.3367776,29
Bosnia and Herzegovina,BIH,4/15/20,327.0528817,30
Bosnia and Herzegovina,BIH,4/16/20,335.2825441,31
Bosnia and Herzegovina,BIH,4/17/20,351.1322644,32
Bosnia and Herzegovina,BIH,4/18/20,368.8107985,33
Bosnia and Herzegovina,BIH,4/19/20,382.2221003,34
Botswana,BWA,4/1/20,1.275713602,0
Botswana,BWA,4/2/20,1.70095147,1
Botswana,BWA,4/3/20,1.70095147,2
Botswana,BWA,4/4/20,1.70095147,3
Botswana,BWA,4/5/20,1.70095147,4
Botswana,BWA,4/6/20,2.551427205,5
Botswana,BWA,4/7/20,2.551427205,6
Botswana,BWA,4/8/20,2.551427205,7
Botswana,BWA,4/9/20,2.976665072,8
Botswana,BWA,4/10/20,5.528092277,9
Botswana,BWA,4/11/20,5.528092277,10
Botswana,BWA,4/12/20,5.528092277,11
Botswana,BWA,4/13/20,5.528092277,12
Botswana,BWA,4/14/20,5.528092277,13
Botswana,BWA,4/15/20,5.528092277,14
Botswana,BWA,4/16/20,5.528092277,15
Botswana,BWA,4/17/20,6.378568011,16
Botswana,BWA,4/18/20,6.378568011,17
Botswana,BWA,4/19/20,6.378568011,18
Brazil,BRA,12/31/19,0,
Brazil,BRA,1/1/20,0,
Brazil,BRA,1/2/20,0,
Brazil,BRA,1/3/20,0,
Brazil,BRA,1/4/20,0,
Brazil,BRA,1/5/20,0,
Brazil,BRA,1/6/20,0,
Brazil,BRA,1/7/20,0,
Brazil,BRA,1/8/20,0,
Brazil,BRA,1/9/20,0,
Brazil,BRA,1/10/20,0,
Brazil,BRA,1/11/20,0,
Brazil,BRA,1/12/20,0,
Brazil,BRA,1/13/20,0,
Brazil,BRA,1/14/20,0,
Brazil,BRA,1/15/20,0,
Brazil,BRA,1/16/20,0,
Brazil,BRA,1/17/20,0,
Brazil,BRA,1/18/20,0,
Brazil,BRA,1/19/20,0,
Brazil,BRA,1/20/20,0,
Brazil,BRA,1/21/20,0,
Brazil,BRA,1/22/20,0,
Brazil,BRA,1/23/20,0,
Brazil,BRA,1/24/20,0,
Brazil,BRA,1/25/20,0,
Brazil,BRA,1/26/20,0,
Brazil,BRA,1/27/20,0,
Brazil,BRA,1/28/20,0,
Brazil,BRA,1/29/20,0,
Brazil,BRA,1/30/20,0,
Brazil,BRA,1/31/20,0,
Brazil,BRA,2/1/20,0,
Brazil,BRA,2/2/20,0,
Brazil,BRA,2/3/20,0,
Brazil,BRA,2/4/20,0,
Brazil,BRA,2/5/20,0,
Brazil,BRA,2/6/20,0,
Brazil,BRA,2/7/20,0,
Brazil,BRA,2/8/20,0,
Brazil,BRA,2/9/20,0,
Brazil,BRA,2/10/20,0,
Brazil,BRA,2/11/20,0,
Brazil,BRA,2/12/20,0,
Brazil,BRA,2/13/20,0,
Brazil,BRA,2/14/20,0,
Brazil,BRA,2/15/20,0,
Brazil,BRA,2/16/20,0,
Brazil,BRA,2/17/20,0,
Brazil,BRA,2/18/20,0,
Brazil,BRA,2/19/20,0,
Brazil,BRA,2/20/20,0,
Brazil,BRA,2/21/20,0,
Brazil,BRA,2/22/20,0,
Brazil,BRA,2/23/20,0,
Brazil,BRA,2/24/20,0,
Brazil,BRA,2/25/20,0,
Brazil,BRA,2/26/20,0.004704567,
Brazil,BRA,2/27/20,0.004704567,
Brazil,BRA,2/28/20,0.004704567,
Brazil,BRA,2/29/20,0.004704567,
Brazil,BRA,3/1/20,0.009409134,
Brazil,BRA,3/2/20,0.009409134,
Brazil,BRA,3/5/20,0.014113701,
Brazil,BRA,3/6/20,0.037636537,
Brazil,BRA,3/7/20,0.061159372,
Brazil,BRA,3/8/20,0.061159372,
Brazil,BRA,3/9/20,0.117614177,
Brazil,BRA,3/11/20,0.159955281,
Brazil,BRA,3/12/20,0.244637489,
Brazil,BRA,3/13/20,0.362251666,
Brazil,BRA,3/14/20,0.461047575,
Brazil,BRA,3/15/20,0.569252618,
Brazil,BRA,3/16/20,0.940913418,
Brazil,BRA,3/17/20,1.100868699,0
Brazil,BRA,3/18/20,1.369029023,1
Brazil,BRA,3/19/20,2.013554714,2
Brazil,BRA,3/20/20,2.921536162,3
Brazil,BRA,3/21/20,4.252928648,4
Brazil,BRA,3/22/20,5.306751676,5
Brazil,BRA,3/23/20,7.273260719,6
Brazil,BRA,3/24/20,8.896336365,7
Brazil,BRA,3/25/20,10.35475216,8
Brazil,BRA,3/26/20,11.44621173,9
Brazil,BRA,3/27/20,13.71381306,10
Brazil,BRA,3/28/20,16.07550574,11
Brazil,BRA,3/29/20,18.36662991,12
Brazil,BRA,3/30/20,20.02263753,13
Brazil,BRA,3/31/20,21.5422127,14
Brazil,BRA,4/1/20,26.89601005,15
Brazil,BRA,4/2/20,32.16042062,16
Brazil,BRA,4/3/20,37.21312567,17
Brazil,BRA,4/4/20,42.60455956,18
Brazil,BRA,4/5/20,48.35354054,19
Brazil,BRA,4/6/20,52.3618317,20
Brazil,BRA,4/7/20,56.71826082,21
Brazil,BRA,4/8/20,64.53254676,22
Brazil,BRA,4/9/20,74.92964002,23
Brazil,BRA,4/10/20,84.00945451,24
Brazil,BRA,4/11/20,92.38828849,25
Brazil,BRA,4/12/20,97.51156205,26
Brazil,BRA,4/13/20,104.2955478,27
Brazil,BRA,4/14/20,110.2280069,28
Brazil,BRA,4/15/20,118.8467738,29
Brazil,BRA,4/16/20,133.23334,30
Brazil,BRA,4/17/20,143.1364537,31
Brazil,BRA,4/18/20,158.4592287,32
Brazil,BRA,4/19/20,172.1824509,33
British Virgin Islands,VGB,3/27/20,66.14412806,0
British Virgin Islands,VGB,3/28/20,66.14412806,1
British Virgin Islands,VGB,3/29/20,66.14412806,2
British Virgin Islands,VGB,3/30/20,66.14412806,3
British Virgin Islands,VGB,3/31/20,99.21619208,4
British Virgin Islands,VGB,4/1/20,99.21619208,5
British Virgin Islands,VGB,4/2/20,99.21619208,6
British Virgin Islands,VGB,4/3/20,99.21619208,7
British Virgin Islands,VGB,4/4/20,99.21619208,8
British Virgin Islands,VGB,4/5/20,99.21619208,9
British Virgin Islands,VGB,4/6/20,99.21619208,10
British Virgin Islands,VGB,4/7/20,99.21619208,11
British Virgin Islands,VGB,4/8/20,99.21619208,12
British Virgin Islands,VGB,4/9/20,99.21619208,13
British Virgin Islands,VGB,4/10/20,99.21619208,14
British Virgin Islands,VGB,4/11/20,99.21619208,15
British Virgin Islands,VGB,4/12/20,99.21619208,16
British Virgin Islands,VGB,4/13/20,99.21619208,17
British Virgin Islands,VGB,4/14/20,99.21619208,18
British Virgin Islands,VGB,4/15/20,99.21619208,19
British Virgin Islands,VGB,4/16/20,99.21619208,20
British Virgin Islands,VGB,4/17/20,99.21619208,21
British Virgin Islands,VGB,4/18/20,99.21619208,22
British Virgin Islands,VGB,4/19/20,99.21619208,23
Brunei,BRN,3/10/20,2.285803105,0
Brunei,BRN,3/11/20,,1
Brunei,BRN,3/12/20,25.14383416,2
Brunei,BRN,3/13/20,57.14507764,3
Brunei,BRN,3/14/20,84.5747149,4
Brunei,BRN,3/15/20,91.43212422,5
Brunei,BRN,3/16/20,114.2901553,6
Brunei,BRN,3/17/20,123.4333677,7
Brunei,BRN,3/18/20,128.0049739,8
Brunei,BRN,3/19/20,155.4346112,9
Brunei,BRN,3/20/20,166.8636267,10
Brunei,BRN,3/21/20,178.2926422,11
Brunei,BRN,3/22/20,189.7216578,12
Brunei,BRN,3/23/20,201.1506733,13
Brunei,BRN,3/24/20,208.0080826,14
Brunei,BRN,3/25/20,237.723523,15
Brunei,BRN,3/26/20,244.5809323,16
Brunei,BRN,3/27/20,260.581554,17
Brunei,BRN,3/28/20,262.8673571,18
Brunei,BRN,3/29/20,274.2963727,19
Brunei,BRN,3/30/20,288.0111913,20
Brunei,BRN,3/31/20,290.2969944,21
Brunei,BRN,4/1/20,294.8686006,22
Brunei,BRN,4/2/20,299.4402068,23
Brunei,BRN,4/3/20,304.011813,24
Brunei,BRN,4/4/20,304.011813,25
Brunei,BRN,4/5/20,308.5834192,26
Brunei,BRN,4/6/20,308.5834192,27
Brunei,BRN,4/7/20,308.5834192,28
Brunei,BRN,4/8/20,308.5834192,29
Brunei,BRN,4/9/20,308.5834192,30
Brunei,BRN,4/10/20,308.5834192,31
Brunei,BRN,4/11/20,310.8692223,32
Brunei,BRN,4/12/20,310.8692223,33
Brunei,BRN,4/13/20,310.8692223,34
Brunei,BRN,4/14/20,310.8692223,35
Brunei,BRN,4/15/20,310.8692223,36
Brunei,BRN,4/16/20,310.8692223,37
Brunei,BRN,4/17/20,310.8692223,38
Brunei,BRN,4/18/20,310.8692223,39
Brunei,BRN,4/19/20,313.1550255,40
Bulgaria,BGR,3/8/20,0.287834184,
Bulgaria,BGR,3/9/20,0.575668369,
Bulgaria,BGR,3/12/20,1.007419646,0
Bulgaria,BGR,3/13/20,3.310093122,1
Bulgaria,BGR,3/14/20,4.461429859,2
Bulgaria,BGR,3/15/20,5.900600782,3
Bulgaria,BGR,3/16/20,7.339771704,4
Bulgaria,BGR,3/17/20,8.922859719,5
Bulgaria,BGR,3/18/20,11.65728447,6
Bulgaria,BGR,3/19/20,13.24037249,7
Bulgaria,BGR,3/20/20,15.11129469,8
Bulgaria,BGR,3/21/20,18.27747071,9
Bulgaria,BGR,3/22/20,23.45848604,10
Bulgaria,BGR,3/23/20,26.62466206,11
Bulgaria,BGR,3/24/20,28.92733554,12
Bulgaria,BGR,3/25/20,31.66176029,13
Bulgaria,BGR,3/26/20,34.82793632,14
Bulgaria,BGR,3/27/20,37.99411235,15
Bulgaria,BGR,3/28/20,42.16770803,16
Bulgaria,BGR,3/29/20,47.63655753,17
Bulgaria,BGR,3/30/20,49.79531392,18
Bulgaria,BGR,3/31/20,51.66623611,19
Bulgaria,BGR,4/1/20,57.4229198,20
Bulgaria,BGR,4/2/20,60.73301293,21
Bulgaria,BGR,4/3/20,65.77011115,22
Bulgaria,BGR,4/4/20,69.79978974,23
Bulgaria,BGR,4/5/20,72.3902974,24
Bulgaria,BGR,4/6/20,76.41997598,25
Bulgaria,BGR,4/7/20,79.01048364,26
Bulgaria,BGR,4/8/20,83.04016222,27
Bulgaria,BGR,4/9/20,85.3428357,28
Bulgaria,BGR,4/10/20,89.80426556,29
Bulgaria,BGR,4/11/20,91.38735357,30
Bulgaria,BGR,4/12/20,95.12919797,31
Bulgaria,BGR,4/13/20,97.14403726,32
Bulgaria,BGR,4/14/20,98.58320819,33
Bulgaria,BGR,4/15/20,102.6128868,34
Bulgaria,BGR,4/16/20,107.5060679,35
Bulgaria,BGR,4/17/20,115.1336738,36
Bulgaria,BGR,4/18/20,121.75386,37
Bulgaria,BGR,4/19/20,126.359207,38
Burkina Faso,BFA,3/11/20,0.095678773,
Burkina Faso,BFA,3/12/20,0.095678773,
Burkina Faso,BFA,3/15/20,0.14351816,
Burkina Faso,BFA,3/16/20,0.14351816,
Burkina Faso,BFA,3/17/20,0.956787734,
Burkina Faso,BFA,3/18/20,0.956787734,
Burkina Faso,BFA,3/19/20,1.243824055,0
Burkina Faso,BFA,3/20/20,1.578699762,1
Burkina Faso,BFA,3/21/20,1.913575469,2
Burkina Faso,BFA,3/22/20,3.06172075,3
Burkina Faso,BFA,3/23/20,3.06172075,4
Burkina Faso,BFA,3/24/20,3.587954004,5
Burkina Faso,BFA,3/25/20,4.736099285,6
Burkina Faso,BFA,3/26/20,5.453690086,7
Burkina Faso,BFA,3/27/20,6.984550461,8
Burkina Faso,BFA,3/28/20,6.984550461,9
Burkina Faso,BFA,3/29/20,8.61108961,10
Burkina Faso,BFA,3/30/20,8.61108961,11
Burkina Faso,BFA,3/31/20,10.62034385,12
Burkina Faso,BFA,4/1/20,11.76848913,13
Burkina Faso,BFA,4/2/20,12.48607993,14
Burkina Faso,BFA,4/3/20,13.77774338,15
Burkina Faso,BFA,4/4/20,13.77774338,16
Burkina Faso,BFA,4/5/20,14.44749479,17
Burkina Faso,BFA,4/6/20,16.50458842,18
Burkina Faso,BFA,4/7/20,17.41353677,19
Burkina Faso,BFA,4/8/20,18.3703245,20
Burkina Faso,BFA,4/9/20,19.8055061,21
Burkina Faso,BFA,4/10/20,21.19284832,22
Burkina Faso,BFA,4/11/20,21.43204525,23
Burkina Faso,BFA,4/12/20,23.15426317,24
Burkina Faso,BFA,4/13/20,23.7761752,25
Burkina Faso,BFA,4/14/20,24.63728416,26
Burkina Faso,BFA,4/15/20,25.25919619,27
Burkina Faso,BFA,4/16/20,25.9289476,28
Burkina Faso,BFA,4/17/20,25.97678699,29
Burkina Faso,BFA,4/18/20,26.6465384,30
Burkina Faso,BFA,4/19/20,27.0292535,31
Burundi,BDI,4/1/20,0.168197531,
Burundi,BDI,4/2/20,0.168197531,
Burundi,BDI,4/3/20,0.252296296,
Burundi,BDI,4/4/20,0.252296296,
Burundi,BDI,4/5/20,0.252296296,
Burundi,BDI,4/6/20,0.252296296,
Burundi,BDI,4/7/20,0.252296296,
Burundi,BDI,4/8/20,0.252296296,
Burundi,BDI,4/9/20,0.252296296,
Burundi,BDI,4/10/20,0.252296296,
Burundi,BDI,4/11/20,0.252296296,
Burundi,BDI,4/12/20,0.420493826,
Burundi,BDI,4/13/20,0.420493826,
